Symbol,Name,Last,MarketCap,Sector,Industry
TGA,TransGlobe Energy Corporation,1.46,1.0591E8,Energy,Oil & Gas Production
TGEN,Tecogen Inc.,2.1562,5.357E7,Capital Goods,Industrial Machinery/Components
TGLS,Tecnoglass Inc.,8.0,3.6416E8,Consumer Durables,Electronic Components
TGTX,"TG Therapeutics, Inc.",10.93,1.09E9,Health Care,Major Pharmaceuticals
TH,Target Hospitality Corp.,4.81,4.9802E8,Consumer Services,Hotels/Resorts
THBR,"Thunder Bridge Acquisition II, Ltd.",9.9,3.4155E8,Finance,Business Services
THBRU,"Thunder Bridge Acquisition II, Ltd.",10.45,3.135E8,Finance,Business Services
THBRW,"Thunder Bridge Acquisition II, Ltd.",1.04,1.794E7,Finance,Business Services
THCA,Tuscan Holdings Corp. II,9.84,2.1636E8,Finance,Business Services
THCB,Tuscan Holdings Corp.,9.97,3.5381E8,Finance,Business Services
THFF,First Financial Corporation Indiana,45.37,6.2217E8,Finance,Major Banks
THMO,"ThermoGenesis Holdings, Inc.",4.31,1.226E7,Capital Goods,Medical Specialities
THOR,"Synthorx, Inc.",69.7,2.26E9,Health Care,Major Pharmaceuticals
THRM,Gentherm Inc,45.94,1.5E9,Capital Goods,Auto Parts:O.E.M.
THTX,Theratechnologies Inc.,3.23,2.4856E8,Health Care,Major Pharmaceuticals
TIBR,Tiberius Acquisition Corporation,10.5,2.2641E8,Finance,Specialty Insurers
TIGO,Millicom International Cellular S.A.,48.63,4.92E9,Public Utilities,Telecommunications Equipment
TIGR,UP Fintech Holding Limited,3.6,5.0502E8,Finance,Investment Bankers/Brokers/Service
TILE,"Interface, Inc.",16.495,9.6362E8,Consumer Durables,Home Furnishings
TIPT,Tiptree Inc.,8.12,2.8065E8,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,14.61,3.2651E8,Consumer Services,Other Specialty Stores
TIVO,TiVo Corporation,8.41,1.0700000000000001E9,Miscellaneous,Multi-Sector Companies
TKKS,TKK Symphony Acquisition Corporation,10.2283,3.2168E8,Finance,Business Services
TLC,"Taiwan Liposome Company, Ltd.",5.4899,2.0375E8,Health Care,Major Pharmaceuticals
TLF,"Tandy Leather Factory, Inc.",5.74,5.128E7,Consumer Non-Durables,Apparel
TLGT,"Teligent, Inc.",0.42,2.262E7,Health Care,Major Pharmaceuticals
TLND,Talend S.A.,40.77,1.26E9,Technology,Computer Software: Prepackaged Software
TLRY,"Tilray, Inc.",16.4,1.63E9,Consumer Durables,Specialty Chemicals
TLSA,Tiziana Life Sciences plc,2.8339,7.745E7,Health Care,Major Pharmaceuticals
TMDI,Titan Medical Inc.,0.5002,1.948E7,Health Care,Medical/Dental Instruments
TMDX,"TransMedics Group, Inc.",19.07,4.0359E8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMSR,TMSR Holding Company Limited,1.25,2.603E7,Finance,Business Services
TMUS,"T-Mobile US, Inc.",78.59,6.723999999999999E10,Public Utilities,Telecommunications Equipment
TNAV,"Telenav, Inc.",4.87,2.3652E8,Capital Goods,Industrial Machinery/Components
TNDM,"Tandem Diabetes Care, Inc.",60.21,3.56E9,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp.,1.27,1.083E7,Health Care,Major Pharmaceuticals
TOCA,Tocagen Inc.,0.5301,1.267E7,Health Care,Major Pharmaceuticals
TOPS,TOP Ships Inc.,0.785,6830000.0,Transportation,Marine Transportation
TORC,"resTORbio, Inc.",1.41,5.139E7,Health Care,Major Pharmaceuticals
TOTA,Tottenham Acquisition I Limited,10.4844,6.254E7,Finance,Business Services
TOUR,Tuniu Corporation,2.39,2.9477E8,Consumer Services,Transportation Services
TPCO,Tribune Publishing Company,12.93,4.6578E8,Consumer Services,Newspapers/Magazines
TPIC,"TPI Composites, Inc.",18.46,6.4944E8,Energy,Industrial Machinery/Components
TPTX,"Turning Point Therapeutics, Inc.",63.0,2.26E9,Health Care,Major Pharmaceuticals
TRCB,Two River Bancorp,22.4,1.9542E8,Finance,Major Banks
TRCH,"Torchlight Energy Resources, Inc.",0.9,6.683E7,Energy,Oil & Gas Production
TREE,"LendingTree, Inc.",306.96,3.99E9,Finance,Finance: Consumer Services
TRHC,"Tabula Rasa HealthCare, Inc.",48.36,1.0700000000000001E9,Miscellaneous,Business Services
TRIB,Trinity Biotech plc,1.07,2.236E7,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIL,Trillium Therapeutics Inc.,1.49,4.178E7,Health Care,Major Pharmaceuticals
TRIP,"TripAdvisor, Inc.",30.26,4.2199999999999995E9,Technology,"Computer Software: Programming, Data Processing"
TRMB,Trimble Inc.,41.935,1.045E10,Capital Goods,Industrial Machinery/Components
TRMD,TORM plc,10.5,7.8157E8,Transportation,Marine Transportation
TRMK,Trustmark Corporation,34.24,2.2E9,Finance,Major Banks
TRMT,Tremont Mortgage Trust,5.1,4.202E7,Consumer Services,Real Estate Investment Trusts
TRNS,"Transcat, Inc.",31.63,2.3277E8,Capital Goods,Electrical Products
TRNX,"Taronis Technologies, Inc.",0.9427,2.664E7,Technology,Industrial Machinery/Components
TROV,"TrovaGene, Inc.",1.25,9680000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROW,"T. Rowe Price Group, Inc.",125.16,2.925E10,Finance,Investment Bankers/Brokers/Service
TRPX,Therapix Biosciences Ltd.,1.06,5000000.0,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,31.15,1.4E9,Capital Goods,Industrial Specialties
TRST,TrustCo Bank Corp NY,8.72,8.4511E8,Finance,Major Banks
TRUP,"Trupanion, Inc.",36.24,1.27E9,Health Care,Medical Specialities
TRVG,trivago N.V.,2.68,9.4422E8,Technology,EDP Services
TRVI,"Trevi Therapeutics, Inc.",3.75,6.687999999999999E7,Health Care,Major Pharmaceuticals
TRVN,"Trevena, Inc.",0.8582,7.946E7,Health Care,Major Pharmaceuticals
TSBK,"Timberland Bancorp, Inc.",30.66,2.5586E8,Finance,Banks
TSC,"TriState Capital Holdings, Inc.",25.84,7.5721E8,Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",26.66,7.8183E8,Finance,Major Banks
TSCBP,"TriState Capital Holdings, Inc.",26.9,7.532E7,Finance,Major Banks
TSCO,Tractor Supply Company,93.11,1.102E10,Consumer Services,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd.,24.61,2.63E9,Technology,Semiconductors
TSG,The Stars Group Inc.,26.535,7.64E9,Technology,"Computer Software: Programming, Data Processing"
TSLA,"Tesla, Inc. ",430.26,7.755E10,Capital Goods,Auto Manufacturing
TSRI,"TSR, Inc.",3.97,7790000.0,Technology,EDP Services
TTD,"The Trade Desk, Inc.",271.45,1.225E10,Technology,"Computer Software: Programming, Data Processing"
TTEC,"TTEC Holdings, Inc.",39.52,1.84E9,Technology,Professional Services
TTEK,"Tetra Tech, Inc.",86.3,4.71E9,Consumer Services,Military/Government/Technical
TTGT,"TechTarget, Inc.",25.89,7.2502E8,Miscellaneous,Business Services
TTMI,"TTM Technologies, Inc.",15.16,1.6E9,Technology,Electrical Products
TTNP,"Titan Pharmaceuticals, Inc.",0.215,1.234E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,"T2 Biosystems, Inc.",1.16,5.415E7,Health Care,Medical/Dental Instruments
TTPH,"Tetraphase Pharmaceuticals, Inc.",2.93,8840000.0,Health Care,Major Pharmaceuticals
TTWO,"Take-Two Interactive Software, Inc.",122.08,1.384E10,Technology,Computer Software: Prepackaged Software
TUES,Tuesday Morning Corp.,1.82,8.688E7,Consumer Services,Department/Specialty Retail Stores
TURN,180 Degree Capital Corp.,2.17,6.753E7,Finance,Finance/Investors Services
TUSK,"Mammoth Energy Services, Inc.",2.19,9.86E7,Energy,Oilfield Services/Equipment
TVIX,Credit Suisse AG,47.33,7.023E8,Finance,Investment Bankers/Brokers/Service
TVTY,"Tivity Health, Inc.",20.68,9.9252E8,Health Care,Misc Health and Biotechnology Services
TW,Tradeweb Markets Inc.,46.73,1.039E10,Finance,Investment Bankers/Brokers/Service
TWIN,"Twin Disc, Incorporated",11.17,1.4922E8,Technology,Industrial Machinery/Components
TWMC,Trans World Entertainment Corp.,1.97,3580000.0,Consumer Services,Consumer Electronics/Video Chains
TWNK,"Hostess Brands, Inc.",14.28,1.86E9,Consumer Non-Durables,Packaged Foods
TWOU,"2U, Inc.",23.53,1.49E9,Technology,Computer Software: Prepackaged Software
TWST,Twist Bioscience Corporation,20.85,6.9051E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TXG,"10x Genomics, Inc.",72.83,7.0E9,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TXMD,"TherapeuticsMD, Inc.",2.44,6.6167E8,Health Care,Major Pharmaceuticals
TXN,Texas Instruments Incorporated,129.57,1.2112E11,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",56.24,3.9E9,Consumer Services,Restaurants
TYHT,"Shineco, Inc.",0.625,1.708E7,Consumer Non-Durables,Farming/Seeds/Milling
TYME,"Tyme Technologies, Inc.",1.42,1.5897E8,Health Care,Major Pharmaceuticals
TZAC,Tenzing Acquisition Corp.,10.46,8.645E7,Finance,Business Services
TZOO,Travelzoo,11.03,1.2882E8,Technology,EDP Services
UAL,"United Airlines Holdings, Inc.",89.74,2.271E10,Transportation,Air Freight/Delivery Services
UBCP,"United Bancorp, Inc.",14.75,8.79E7,Finance,Major Banks
UBFO,United Security Bancshares,10.58,1.7937E8,Finance,Major Banks
UBOH,"United Bancshares, Inc.",23.5,7.69E7,Finance,Major Banks
UBSI,"United Bankshares, Inc.",38.7,3.93E9,Finance,Major Banks
UBX,"Unity Biotechnology, Inc.",7.12,3.2711E8,Health Care,Major Pharmaceuticals
UCBI,"United Community Banks, Inc.",30.99,2.45E9,Finance,Major Banks
UCFC,United Community Financial Corp.,11.72,5.6388E8,Finance,Banks
UCTT,"Ultra Clean Holdings, Inc.",23.11,9.1991E8,Technology,Semiconductors
UEIC,Universal Electronics Inc.,52.69,7.3388E8,Consumer Non-Durables,Consumer Electronics/Appliances
UEPS,"Net 1 UEPS Technologies, Inc.",3.74,2.1157E8,Finance,Investment Bankers/Brokers/Service
UFCS,"United Fire Group, Inc",43.92,1.1E9,Finance,Property-Casualty Insurers
UFPI,"Universal Forest Products, Inc.",47.44,2.91E9,Basic Industries,Forest Products
UFPT,"UFP Technologies, Inc.",48.14,3.5802E8,Health Care,Medical/Dental Instruments
UG,"United-Guardian, Inc.",20.3019,9.327E7,Consumer Non-Durables,Package Goods/Cosmetics
UGLD,Credit Suisse AG,143.82,1.9725E8,Finance,Investment Bankers/Brokers/Service
UHAL,Amerco,382.2,7.49E9,Consumer Services,Rental/Leasing Companies
UIHC,United Insurance Holdings Corp.,12.3,5.3178E8,Finance,Property-Casualty Insurers
ULBI,Ultralife Corporation,7.52,1.1924E8,Miscellaneous,Industrial Machinery/Components
ULH,"Universal Logistics Holdings, Inc.",18.51,5.0499E8,Transportation,Trucking Freight/Courier Services
ULTA,"Ulta Beauty, Inc.",254.55,1.455E10,Consumer Services,Other Specialty Stores
UMBF,UMB Financial Corporation,68.94,3.38E9,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,18.18,4.0E9,Finance,Savings Institutions
UMRX,Unum Therapeutics Inc.,0.7215,2.212E7,Health Care,Major Pharmaceuticals
UNAM,Unico American Corporation,6.3,3.343E7,Finance,Property-Casualty Insurers
UNB,"Union Bankshares, Inc.",35.92,1.6053E8,Finance,Major Banks
UNFI,"United Natural Foods, Inc.",8.95,4.789E8,Consumer Non-Durables,Food Distributors
UNIT,Uniti Group Inc.,8.4,1.62E9,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",22.31,2.425E8,Finance,Major Banks
UONE,"Urban One, Inc. ",1.96,9.02E7,Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",1.945,8.951E7,Consumer Services,Broadcasting
UPLD,"Upland Software, Inc.",36.89,9.3188E8,Technology,Computer Software: Prepackaged Software
UPWK,Upwork Inc.,10.52,1.18E9,Technology,EDP Services
URBN,"Urban Outfitters, Inc.",27.83,2.73E9,Consumer Services,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd.,32.57,6.833E8,Health Care,Major Pharmaceuticals
UROV,Urovant Sciences Ltd.,15.6,4.7395E8,Health Care,Major Pharmaceuticals
USAK,"USA Truck, Inc.",7.65,6.558E7,Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",15.1,1.3269999999999999E8,Basic Industries,Steel/Iron Ore
USCR,"U S Concrete, Inc.",41.25,6.8881E8,Capital Goods,Building Materials
USEG,U.S. Energy Corp.,0.31,4160000.0,Energy,Oil & Gas Production
USIO,"Usio, Inc.",1.75,2.959E7,Finance,Investment Bankers/Brokers/Service
USLM,"United States Lime & Minerals, Inc.",89.31,5.0128E8,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USLV,Credit Suisse AG,93.97,3.7393E8,Finance,Investment Bankers/Brokers/Service
USOI,Credit Suisse AG,21.2453,1.205E7,Finance,Investment Bankers/Brokers/Service
USWS,"U.S. Well Services, Inc.",1.69,1.1554E8,Energy,Oilfield Services/Equipment
UTHR,United Therapeutics Corporation,87.66,3.85E9,Health Care,Major Pharmaceuticals
UTMD,"Utah Medical Products, Inc.",106.76,3.9727E8,Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,2.93,1.0436E8,Capital Goods,Telecommunications Equipment
UVSP,Univest Financial Corporation,26.62,7.8068E8,Finance,Major Banks
UXIN,Uxin Limited,2.29,6.7224E8,Miscellaneous,Business Services
VALU,"Value Line, Inc.",29.03,2.7989E8,Finance,Investment Managers
VBFC,Village Bank and Trust Financial Corp.,38.15,5.543E7,Finance,Major Banks
VBIV,"VBI Vaccines, Inc.",1.34,8.587E7,Health Care,Major Pharmaceuticals
VBLT,Vascular Biogenics Ltd.,1.25,4.485E7,Health Care,Major Pharmaceuticals
VBTX,"Veritex Holdings, Inc.",29.31,1.5E9,Finance,Major Banks
VC,Visteon Corporation,89.86,2.51E9,Capital Goods,Auto Parts:O.E.M.
VCEL,Vericel Corporation,17.49,7.8171E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCNX,"Vaccinex, Inc.",5.009,7.445E7,Health Care,Major Pharmaceuticals
VCTR,"Victory Capital Holdings, Inc.",21.35,1.44E9,Finance,Investment Managers
VCYT,"Veracyte, Inc.",27.51,1.35E9,Health Care,Medical Specialities
VECO,Veeco Instruments Inc.,14.93,7.3012E8,Technology,Industrial Machinery/Components
VEON,VEON Ltd.,2.55,4.46E9,Public Utilities,Telecommunications Equipment
VERB,"Verb Technology Company, Inc.",1.69,3.976E7,Consumer Services,Other Consumer Services
VERI,"Veritone, Inc.",2.53,6.226E7,Technology,EDP Services
VERO,Venus Concept Inc. ,4.55,1.3499E8,Health Care,Medical/Dental Instruments
VERU,Veru Inc.,3.46,2.2504E8,Health Care,Major Pharmaceuticals
VERY,"Vericity, Inc.",12.36,1.8386E8,Finance,Life Insurance
VFF,"Village Farms International, Inc.",6.14,3.2173E8,Consumer Non-Durables,Farming/Seeds/Milling
VG,Vonage Holdings Corp.,7.42,1.8E9,Public Utilities,Telecommunications Equipment
VIAC,ViacomCBS Inc.,42.09,2.59E10,Consumer Services,Broadcasting
VIACA,ViacomCBS Inc.,45.3,2.787E10,Consumer Services,Broadcasting
VIAV,Viavi Solutions Inc.,15.305,3.52E9,Technology,Semiconductors
VICR,Vicor Corporation,48.75,1.97E9,Capital Goods,Industrial Machinery/Components
VIE,"Viela Bio, Inc.",26.18,1.33E9,Health Care,Major Pharmaceuticals
VIIX,Credit Suisse AG,30.75,1.924E7,Finance,Investment Bankers/Brokers/Service
VIOT,"Viomi Technology Co., Ltd",8.19,5.6999E8,Consumer Durables,Consumer Electronics/Appliances
VIR,"Vir Biotechnology, Inc.",12.15,1.33E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Virco Manufacturing Corporation,4.3,6.757E7,Consumer Durables,Industrial Specialties
VIRT,"Virtu Financial, Inc.",16.28,3.11E9,Finance,Investment Bankers/Brokers/Service
VISL,"Vislink Technologies, Inc.",0.2817,5600000.0,Capital Goods,Telecommunications Equipment
VIVE,"Viveve Medical, Inc.",1.1,3770000.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VIVO,Meridian Bioscience Inc.,9.61,4.1157E8,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VKTX,"Viking Therapeutics, Inc.",7.95,5.7449E8,Health Care,Major Pharmaceuticals
VLGEA,"Village Super Market, Inc.",23.04,3.3139E8,Consumer Services,Food Chains
VLRX,"Valeritas Holdings, Inc.",0.62,5170000.0,Health Care,Medical/Dental Instruments
VLY,Valley National Bancorp,11.355,4.59E9,Finance,Major Banks
VLYPO,Valley National Bancorp,27.08,1.0832E8,Finance,Major Banks
VLYPP,Valley National Bancorp,28.58,1.3147E8,Finance,Major Banks
VMD,"Viemed Healthcare, Inc.",6.29,2.3872E8,Health Care,Misc Health and Biotechnology Services
VNDA,Vanda Pharmaceuticals Inc.,16.18,8.6299E8,Health Care,Major Pharmaceuticals
VNET,"21Vianet Group, Inc.",7.64,8.5868E8,Technology,"Computer Software: Programming, Data Processing"
VNOM,Viper Energy Partners LP,25.81,3.96E9,Energy,Oil & Gas Production
VOD,Vodafone Group Plc,19.43,5.202E10,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation,4.36,1.0547E8,Technology,Electronic Components
VRA,"Vera Bradley, Inc.",11.79,3.9664E8,Consumer Non-Durables,Apparel
VRAY,"ViewRay, Inc.",4.055,5.9685E8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VRCA,Verrica Pharmaceuticals Inc.,15.26,3.9333E8,Health Care,Major Pharmaceuticals
VREX,Varex Imaging Corporation,30.48,1.17E9,Capital Goods,Industrial Machinery/Components
VRML,"Vermillion, Inc.",0.815,7.925E7,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Verona Pharma plc,5.675,7.472E7,Health Care,Major Pharmaceuticals
VRNS,"Varonis Systems, Inc.",78.05,2.38E9,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc.,57.3,3.83E9,Technology,EDP Services
VRRM,Verra Mobility Corporation,14.13,2.25E9,Consumer Services,Transportation Services
VRSK,"Verisk Analytics, Inc.",151.12,2.476E10,Technology,EDP Services
VRSN,"VeriSign, Inc.",196.73,2.31E10,Technology,EDP Services
VRTS,"Virtus Investment Partners, Inc.",123.16,8.471E8,Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",101.65,1.169E8,Finance,Investment Managers
VRTU,Virtusa Corporation,45.96,1.37E9,Technology,EDP Services
VRTX,Vertex Pharmaceuticals Incorporated,219.45,5.643E10,Health Care,Major Pharmaceuticals
VSAT,"ViaSat, Inc.",73.6,4.52E9,Technology,Radio And Television Broadcasting And Communications Equipment
VSEC,VSE Corporation,37.55,4.1193E8,Consumer Services,Military/Government/Technical
VSTM,"Verastem, Inc.",1.33,9.889E7,Health Care,Major Pharmaceuticals
VTGN,"VistaGen Therapeutics, Inc.",0.75,3.242E7,Health Care,Major Pharmaceuticals
VTIQ,VectoIQ Acquisition Corp.,10.32,3.0588E8,Finance,Business Services
VTIQW,VectoIQ Acquisition Corp.,0.59,1.749E7,Finance,Business Services
VTNR,"Vertex Energy, Inc",1.5293,6.4E7,Energy,Integrated oil Companies
VTSI,"VirTra, Inc.",4.71,3.648E7,Consumer Services,Services-Misc. Amusement & Recreation
VTVT,vTv Therapeutics Inc.,1.79,1.1213E8,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,2.11,6.99E7,Technology,Radio And Television Broadcasting And Communications Equipment
VVPR,VivoPower International PLC,1.05,1.424E7,Public Utilities,Power Generation
VVUS,"VIVUS, Inc.",2.68,2.852E7,Health Care,Major Pharmaceuticals
VXRT,"Vaxart, Inc.",0.3604,1.72E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYGR,"Voyager Therapeutics, Inc.",13.58,5.0346E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WABC,Westamerica Bancorporation,67.63,1.83E9,Finance,Major Banks
WAFD,"Washington Federal, Inc.",36.49,2.86E9,Finance,Major Banks
WAFU,Wah Fu Education Group Limited,1.5,6570000.0,Consumer Services,Other Consumer Services
WASH,"Washington Trust Bancorp, Inc.",53.465,9.2766E8,Finance,Major Banks
WATT,Energous Corporation,1.98,6.237E7,Technology,Radio And Television Broadcasting And Communications Equipment
WB,Weibo Corporation,51.06,1.149E10,Technology,"Computer Software: Programming, Data Processing"
WBA,"Walgreens Boots Alliance, Inc.",59.08,5.246E10,Health Care,Medical/Nursing Services
WDAY,"Workday, Inc.",167.46,3.852E10,Technology,EDP Services
WDC,Western Digital Corporation,65.62,1.952E10,Technology,Electronic Components
WDFC,WD-40 Company,193.25,2.65E9,Basic Industries,Major Chemicals
WEBK,"Wellesley Bancorp, Inc.",44.85,1.1524E8,Finance,Banks
WEN,Wendy&#39;s Company (The),22.34,5.05E9,Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",36.33,2.51E9,Transportation,Trucking Freight/Courier Services
WETF,"WisdomTree Investments, Inc.",4.7,7.295E8,Finance,Investment Bankers/Brokers/Service
WEYS,"Weyco Group, Inc.",26.39,2.6094E8,Consumer Non-Durables,Apparel
WHLM,"Wilhelmina International, Inc.",4.6998,2.43E7,Consumer Services,Professional Services
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.6,1.551E7,Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",14.9845,5.395E7,Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",11.04,7950000.0,Consumer Services,Real Estate Investment Trusts
WIFI,"Boingo Wireless, Inc.",10.7,4.7252E8,Consumer Services,Telecommunications Equipment
